appid,name,description,price,release_date,developer,publisher,tags
1526320,Midnight Cipher,"Welcome to Sol Tollere, a city rebuilding from the EMP detonation disaster, which crippled industrial technology everywhere. Communication between people is being controlled by mega-corporations, acting as the digital postal service. Apply today to earn a living delivering these precious messages!",N/A,Coming soon,Kogoy,Kogoy,"Action, Adventure"
1526330,Lilith Was Dead,"After being away at college, you meet up with two of your friends at a local movie theatre. What starts out as a simple reunion, quickly unravels to be a gruesome murder mystery with your friend as the victim. It is now your mission to find out who did it, and how in this visual novel style game.",N/A,"2 Feb, 2021",Heat Wave Games,Heat Wave Games,"Indie, Free To Play"
1526340,Jetscout: Boot Camp,Boost and flip through 3 unique missions of various difficulties with a jetpack before your first real mission in the game Jetscout: Mystery of the Valunians!,N/A,"24 Feb, 2021",dustinaux,dustinaux,"Adventure, Free To Play, Indie"
1526350,Harlow,Two clumsy robots plan a surprise party for the frozen colonists they stranded in this atmospheric platformer.,₹ 419,"14 Mar, 2022",Arman Nobari,"Rogue Games, Inc.","Action, Adventure, Indie"
1526360,Customers From Hell - Game For Retail Workers (Zombie Survival Game),"Third-person wave survival shooter where you protect your base, and eliminate annoying Karens that want to speak to the manager. Protect your supplies, build traps and construct your defenses. Eliminate all the annoying customers! This is your chance to get back at Karens for old' times sake.",₹ 299,"3 Aug, 2021",Steelkrill Studio,Steelkrill Studio,"Action, Adventure, Casual, Indie, Massively Multiplayer, Simulation"
1526370,Bilkins' Folly,"Percy’s on a quest to find his missing relatives, and he needs your help! Join him and his beloved dog Drayton as they adventure through a series of unusual islands, solve puzzles to uncover valuable treasure, and bring to light the foreboding family secret buried beneath it all.",₹ 572,"2 Oct, 2023",Webbysoft,Armor Games Studios,Adventure
1526380,Excavator Simulator VR,Ready for work? Excavator Simulator VR gives a short immersive experience of how to operate a 90 tonne excavator from the comfort of your couch. Drive and dig anywhere or complete the tutorials. It is all up to you.,₹ 199,"30 Mar, 2021",MrJohnWeez,MrJohnWeez,Simulation
1526430,Carth,"Carth is a survival rpg set in a ravaged open world. You will need to explore, build, and fight to thrive. Gain extraordinary skills as you take on an incredible evil. Join together or go at it alone as you attempt to survive Carth.",₹ 616,"15 May, 2024",Deidre Reay Studios LLC,Deidre Reay Studios LLC,"Action, Adventure, Indie, Massively Multiplayer, RPG, Strategy, Early Access"
1526460,Wholesome Slaughter - Deluxe Edition,"Wholesome Slaughter - Deluxe Edition is a cosmetic add on to the base game Wholesome Slaughter. Help support the creators directly and in return, receive Party Hat Unicorn, Confetti Blood, and Candy Explosions!",₹ 165,"25 Jan, 2021",Eclipse Game Labs,Patrick Simeon,"Action, Indie"
1526490,Fear Surrounds,"Fear Surrounds is a horror-tinged take on the werewolf-style social subterfuge genre, where two evil spirits hide within a group of players and attempt to sabotage and murder them.",N/A,"19 Oct, 2021",SaltyEgg Studio,Yooreka Studio,"Casual, Indie, RPG, Free To Play"
1526500,Spell Beats,Spell Beats is a spellcaster with rhythm. Parry and dash melee attacks while rhythmically casting magical spells.,₹ 155,"2 May, 2021",Garett A C Hunter,Garett A C Hunter,Action
1526520,大秦帝国,《大秦帝国》采用快节奏即时战略模式，兵种微操实时战斗。在激烈的领土争夺中，招募培养名将名士，训练各国特色兵种，根据地形排兵布阵，实时操控部队，发起闪电战、阵地战、伏击战、攻城战等形式多样的战术对决，随控随战的即时战略模式，将兵法策略发挥到极致，成就霸主地位。,N/A,"17 May, 2021",大秦帝国,大秦帝国,"Adventure, Free To Play, Massively Multiplayer, RPG, Simulation, Strategy"
1526540,Dungeons And Cat,"&quot;Nora&quot; is a newcomer cat orc adventurer, you will operate the heroine to experience adventure, whether you can see the whole thing, and change the fate of the cat orc family.",N/A,2024,CatBellUnion,Mango Party,"Action, Adventure, Indie, RPG"
1526580,Zombie Dungeon,"This is a game that looks very simple, enjoy frustration, time and time again.Drag the character to the end, use unique weapons to overcome various difficulties in the process, that's all of this game!",₹ 259,"12 Feb, 2021",GAME BATATA,GAME BATATA,"Action, Casual, Indie"
1526600,MaJiang,"Sichuan Mahjong, also known as Chengdu Mahjong, or Bloody Mahjong, is popular in Sichuan, Chongqing, and Guizhou, and is a form of entertainment. The core is to hit the door, wind and rain, count, fight to the end, check the bargaining, check the pig.","₹ 7,900","17 Feb, 2021","Chengdu Haidaohai Technology Co., Ltd.","Chengdu Haidaohai Technology Co., Ltd.","Casual, Sports"
1526620,Touhou Blooming Chaos 2 - Chara Pack 2:Flandre Scarlet/Komeji Koishi/Aki Minoriko/Tsukumo Yatsuhashi/Yorigami Jyoon,"This DLC is an optional playable character pack for Touhou Blooming Chaos, including Flandre Scarlet,Komeji Koishi,Aki Minoriko,Tsukumo Yatsuhashi and Yorigami Jyoon. Once purchased, you may use them and all their color palettes in game immediately. Hope you enjoy.",₹ 238,"25 Jun, 2021",二色幽紫蝶,二色幽紫蝶,"Action, Adventure, Indie, RPG"
1526650,Fugitive 3D,"Multiplayer, objective based, Hide &amp; Seek! Cross-play between Flat and VR!",N/A,Coming soon,Stumpy Dog Studios,Stumpy Dog Studios,"Action, Casual, Free To Play"
1526680,Russian Prison Tattoo Simulator,Become a tattoo artist in Russian Prison. Get introduced to tattoo iconography and special meanings of Russian Prison tattoos,₹ 85,"15 Apr, 2022",Talentless Person Games,Talentless Person Games,"Simulation, Strategy"
1526690,Chinese Bull,Chinese Bull is an addicting game in which you have to solve puzzles with Lovely Girls.The game is perfect for relaxing.,₹ 105,"2 Feb, 2021",Blessing Company,Blessing Company,"Adventure, Casual, Indie, Simulation"
1526700,My Step Sisters,"My step sisters - erotic visual novel, which accommodates all the secret dreams of every guy. In the game you can improve your communication, flirting skills and get to know female nature better.",₹ 155,"16 Feb, 2021",Cyber Keks,Cyber Keks,"Adventure, Casual, Indie, RPG"
1526710,Touhou Blooming Chaos 2 - Chara Pack 3:Yukari Yakumo/Eirin Yagokoro/Yasaka Kanako/Junko/Kazami Yuka,"This DLC is an optional playable character pack for Touhou Blooming Chaos, including Yukari Yakumo,Eirin Yagokoro,Yasaka Kanako,Junko and Kazami Yuka. Once purchased, you may use them and all their color palettes in game immediately. Hope you enjoy.",₹ 238,"24 Jun, 2021",二色幽紫蝶,二色幽紫蝶,"Action, Adventure, Indie, RPG"
1526720,Touhou Blooming Chaos 2 - Chara Pack 4:Ibuki Suika/Ibaraki Kasen/Shikieiki/Hinanawi Tenshi/Hata no Kokoro,"This DLC is an optional playable character pack for Touhou Blooming Chaos, including Ibuki Suika,Ibaraki Kasen,Shikieiki,Hinanawi Tenshi and Hata no Kokoro. Once purchased, you may use them and all their color palettes in game immediately. Hope you enjoy.",₹ 238,"24 Jun, 2021",二色幽紫蝶,二色幽紫蝶,"Action, Adventure, Indie, RPG"
1526730,Palmi: Retold Tale,Defeat evil sorcerer and save the world in this platform adventure game. Discover seven different hand-painted lands and follow the story full of amazing events and meets.,N/A,Coming soon,Canny Code,Digitala ,"Adventure, Casual"
1526750,Remember When,"The story follows a phone call between Noah and his wife, Sarah as they recall pivotal moments in their relationship. Peer into Noah's memories and relive the couple's happiest moments through choice based dialogue, a unique art-style, and an original soundtrack in this fully voice acted experience.",N/A,"4 Feb, 2021",Arrow Games,Arrow Games,"Adventure, Indie"
1526780,Dark Podval,"Dark Podval - platformer where you have to go through the basement mazes, solve puzzlesand avoid deadly traps. Can you get out of there alive and take all the coins?",₹ 349,"1 Feb, 2021",ХаБеБу,Piece Of Voxel,"Adventure, Casual, Indie"
1526790,Soldier in the darkness,You have been sent to an island where more than four hundred visitors have turned into zombies.,₹ 42,"1 Feb, 2021",A3D Studio (Solo Developer),A3D Studio (Solo Developer),"Action, Adventure, Indie"
1526870,Otherwar,"OTHERWAR is an surprising mash-up of Tower Defense &amp; Bullet Hell games. Build and manage fortifications to defend the Gate of Heaven against the Hordes of Hell, while soaring over the battlefields as the defender Angel, and meet the monsters in direct combat!",₹ 300,"27 Feb, 2023",kantal collective,Untold Tales,Indie
1526900,Sapphire Safari,"Answer the call of the wild with Sapphire Safari an open-world Photography Adventure Game! Capture the beauty of real-life Monster Girls in their natural habitats, use tools to lure them into more erotic poses, and become intimate with them if you are brave enough...",N/A,Coming soon,Kinky Fridays,Critical Bliss,"Adventure, Casual"
1526920,Forest Dash,A fast-paced endless platformer with hundreds of randomized obstacles. Never play the same game twice as you navigate 3 unique levels in this action packed game.,₹ 52,"5 Feb, 2021",Salty Squad Games,Salty Squad Games,"Action, Adventure, Indie"
1526930,PolyCore Defense,"PolyCore Defense is a tower defense game where you have to raise your defenses in order to defend your core. Build unique turrets, upgrade them with special effects and use abilities to survive waves of enemies that are trying to destroy your core!",₹ 349,"21 Jul, 2022",TorksGame,TorksGame,"Action, Adventure, Strategy"
1527010,Beyond The Pines,"Sam and Rocky have been inseparable since Rocky was a puppy, adventuring side by side until now... Beyond the Pines is a first-person psychological horror set in Wales and delves into the unbreakable bond between an owner and their dog.",N/A,To be announced,Mortal Dog Studio,Mortal Dog Studio,"Adventure, Indie"
1527040,Eager For Den,"Metroidvania Survival Co-op Game in which you have to explore to survive, earn abilities to survive, play well-design characters to survive, cooperate with your firends to survive and survive to survive.",N/A,October 2027,Demián David Alvear,Demián David Alvear,"Action, Adventure, Indie, Strategy"
1527060,Cat Gets Medieval,Explore an amazing fantasy world as a magical cat! Solve problems or create them! Save the kingdom from the evil forces! Co-op with friends!,₹ 349,"11 Apr, 2024",LetMeowt Games LLC,LetMeowt Games LLC,"Action, Adventure, Casual, Indie, RPG, Simulation"
1527080,XTHRUST,"Simple Controls - Hard to Master. Fly your rocket drone in round based multiplayer races and single player challenges. Beat the best times, gain XP with spectacular flying and win races to earn coins. Race through a growing range of maps and upgrade your rocket drone.",₹ 199,"12 Mar, 2021",eipaw ltd,njb design llc,Racing
1527090,Cat's Menace,The dark story from the life of cats and people. Who will own the city?,₹ 85,"4 Feb, 2021",CGCFSS,CGCFSS,"Adventure, Casual, Indie, Simulation, Strategy"
1527120,Hyper Strike,"Hyper Strike is a space shooter on rails with a rogue like twist. Explore the outer space colonies, battle in scenarios, and take on bosses while unlocking upgrades and slowly gaining strength to take on bigger foes.",N/A,Coming soon,Lost In Time Games,Lost In Time Games,"Action, Adventure, Indie"
1527140,SC2KRender,SC2KRender is a program that loads SimCity 2000™ map files (*.sc2) and renders them in 3D.,N/A,"5 Feb, 2021",Aleksander Krimsky,Aleksander Krimsky,"Indie, Utilities"
1527160,Ascended,"Ascended, a game where you manipulate objects, time and light! Ascended is a sci-fi first/third person 3D puzzle platformer in which you must guide a light energy source through a series of sixteen exciting puzzle levels using the various abilities which you unlock along the way ⚡🧩!",₹ 199,"19 Mar, 2021",Raw Orange Studios Limited,Raw Orange Studios Limited,"Action, Strategy"
1527230,UC KART,"UC KART is a racing game. There is HP in the car. When HP reaches 0, the game is over. Equipped with a color edit function, you can change the color of the car and driver. In single play, you will play against the CPU. It supports online play, and you can play against other players online.",₹ 52,"12 Mar, 2021",Akky-06's Lab,Akky-06's Lab,"Indie, Racing, Early Access"
1527240,Ferris Wheel Simulator,Ride ferris wheel in first person view with ANIME GIRLS,N/A,Coming soon,Digital Tours Interactive,Kavkaz Sila Games,Simulation
1527250,Glaze 3D,Glaze 3D is an easy and fun model repair and upgrade tool kit designed for hobbyist modelers looking to revamp old assets.,₹ 199,"2 Jul, 2021",JH Strom,JH Strom,"Animation & Modeling, Design & Illustration, Photo Editing, Utilities, Game Development, Early Access"
1527260,The Last Town: Excape,"《The Last Town》Is a first person shooter, tower defense, strategy, survival in one of the independent game.Using equipment to resist the corpses, more than 20 guns, accessories, consumables, mountable defenses were designed for the game, and a real physics engine was used to simulate reality",₹ 42,"30 Apr, 2021",GF Game Studio,GF Game Studio,"Action, Adventure, Indie, Strategy"
1527270,Raging Ball,"First finish the game, then improve your speed.",N/A,"28 Feb, 2021",Mugule Nation,Mugule Nation,Indie
1527280,Starship Tunnel,"Starship Tunnel is an arcade obstacle race in which you have to control a starship, navigate an endless tunnel filled with various obstacles, collect coins and set records.",₹ 52,"1 Feb, 2021",INFINITY BRIDGE,INFINITY BRIDGE,"Casual, Indie, Racing, Simulation"
1527290,Company of Heroes: Back to Basics,"Back to Basics is a free mod for Company of Heroes that reworks core features of the original gameplay to put further focus on strategy, tactics, and player skill. Back to Basics can be played PvP, but also features AI opponents that can challenge battle-hardened players.",N/A,"2 Jul, 2021",Back to Basics Mod Team,Back to Basics Mod Team,"Action, Free To Play, Strategy"
1527380,引力魔方(Gravity rubik's cube),"This FPS bullet screen shooting game combines gravity reversal effects, allowing players to control a character that can change gravity to overcome challenges.The game offers four modes. Please note that this is my first game and may have bugs and design flaws. Apologies for any inconvenience caused",N/A,"12 Feb, 2021",乔元成,乔元成,"Action, Adventure, Casual, Indie, RPG, Simulation"
1527420,Miss You,"Put together the puzzle so that the girl can appreciate your effort, and show all her charms in private video.",₹ 85,"27 Mar, 2021",Perpetual motion,Juicy Jelly Cloud,"Casual, Indie, Simulation"
1527460,Shadow of Azrael,Fighting that's a cross between Smash Bros and Dragon Ball Z!,₹ 250,"5 Mar, 2021",Dream Within,Dream Within,"Action, Indie"
1527470,Dying Byte Survival,"Dying Byte Survival is a Gun-Fu shooter with a variety of weapons, Slow motion effect, Diving, Cloak of Invisibility and very detailed particle and effect system in a Open World with closed quarters but also open fields, with storyline and persistent gameplay.",N/A,To be announced,Dying Byte®,Heart State Games®,"Action, Indie, Simulation, Early Access"
1527490,Fantasy Grounds - FG Underwater,"This product requires Fantasy Grounds UnityFG UnderwaterThe Underwater Map Pack features images and art produced by our in-house artist, Joshua Watmough. They have been organized and optimized for use with Fantasy Grounds Unity and the new image tools.",₹ 349,"9 Feb, 2021","SmiteWorks USA, LLC",,"Indie, RPG, Strategy"
1527500,Pro Strategy Football 2022,PSF 2023 IS COMING SOON!! WATCH FOR SEPTEMBER 2022!!,₹ 479,"31 Aug, 2021",Kerry Batts,Pro Strategy Games,"Indie, Simulation, Sports, Strategy"
1527510,Romeow: in the cracked world,"Romeow feels lost without his favorite toy. Go through messy paths and help him find it, so he can take a nap peacefully. Enjoy this minimalist puzzle with him.",₹ 31,"3 Mar, 2021",Remix Games,Remix Games,"Casual, Indie"
1527520,Bombing!!: A Graffiti Sandbox,Bombing!! is a creative graffiti sandbox where every inch of the environment can be painted.,₹ 259,"18 May, 2021",Devon Wiersma,Devon Wiersma,"Casual, Indie, Simulation"
1527530,Fantasy Grounds - FG Interior Map Pack 2,"This product requires Fantasy Grounds UnityFG Interior Map Pack 2The Interior Map Pack 2 features images and art produced by our in-house artist, Joshua Watmough. They have been organized and optimized for use with Fantasy Grounds Unity and the new image tools.",₹ 349,"9 Feb, 2021","SmiteWorks USA, LLC",,"Indie, RPG, Strategy"
1527540,The Amazing Mail Game,The Amazing Mail Game is a first person cartoony and lighthearted Unity game.,N/A,Coming soon,Jordan Millett,Jordan Millett,"Casual, Indie, Early Access"
1527550,Fantasy Grounds - Black Scrolls The Marble Sanctum,"This product requires Fantasy Grounds UnityBlack Scrolls The Marble Sanctum (Map Tile Pack)This set contains three levels of the Marble Sanctum, a dungeon depicted in beautiful full-color isometric cartography, for you to use however you deem fit.",₹ 349,"27 Jan, 2021","SmiteWorks USA, LLC",,"Indie, RPG, Strategy"
1527580,Azure Sky - Elegant suit,"This DLC adds to the game: An elegant suit that will decorate the game and add a twist, soft ears and a formal suit are all you need!",₹ 33,"25 Jan, 2021",Enoops,Enoops,"Action, Adventure, Casual, Indie, RPG"
1527590,Fantasy Grounds - Deadlands: the Weird West Companion,"Deadlands: the Weird West Companion The Deadlands: the Weird West Companion offers more options for your game of Western horror!Add new Arcane Backgrounds like the heroic Witches, Metal Mages, or Voodooists. Bring famous gunslingers like Wyatt Earp or exciting relics like Wild Bill's Six-Shooters to the table.",₹ 529,"27 Jan, 2021","SmiteWorks USA, LLC",,"Indie, RPG, Strategy"
1527620,The Little Trashmaid Puzzletime,The Little Trashmaid Puzzletime is a jigsaw puzzle game featuring 50+ puzzle images. Full range of difficulty settings to satisfy those looking for a challenge as well as an auto mode for those that just need to zone out and watch.,₹ 250,"13 May, 2021",Josh Larsen,Josh Larsen,Indie
1527630,重回哩世界,"In the magic PRG with round combat, the adolescent Ming passes through LI world and meet with the girl Qiqi and help each other. From the beginning, they fight for survival and then they convene teammates to become top mercenary on the mainland.",₹ 349,"3 Dec, 2022",PPGamei,PPGamei,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
1527650,CIPHERCELL,"CIPHERCELL is a minimalist logic puzzle game where you slide cells together to perform arithmetic, with the objective of getting the last cell to zero.",N/A,Coming soon,Game Genesis,Game Genesis,"Casual, Indie, Strategy"
1527660,Shin Megami Tensei III Nocturne HD Remaster - Mercy and Expectation Map Pack,Adds &quot;Little Master's Mercy&quot; and &quot;Master's Expectation&quot;.,₹ 582,"24 May, 2021",ATLUS,SEGA,RPG
1527670,Goblin Dungeoneer,"Prepare for &quot;Hell in Video Game Form&quot; in this brutal, tough as nails, retro, platforming-adventure game! Save your starving tribe by collecting riches within a spike filled dungeon!",N/A,"4 Feb, 2021",CrackedGhostGames,CrackedGhostGames,"Action, Adventure, Free To Play, Indie"
1527710,Earth Elements,"Earth Elements. In three words: Dig, Mix, Build. Resource collecting, building and surviving game with not one but a few of game characters. Start with digging of Elements on map, mix in mixers to advance, build new features on map. RoundOnes will create Yours versions of great Monumental builds.",₹ 299,"24 Apr, 2022",Jack G,Jack G,Strategy
1527740,My boss is weird - patch,This content needs to have a basic game on steam to play.,N/A,"2 Feb, 2021",9Garden,9Garden,"Casual, Free To Play, Indie"
1527780,Crossbow Crusade,"You will have to survive among hundreds of monsters thanks to your weapons and accuracy. The monsters have completely lost their fear! They have made a real mayhem, hunting down living people and destroying them. It's time to stop this and put everything back in its place!",₹ 75,"30 Apr, 2021",HugePixel,HugePixel,"Action, Adventure, Indie"
1527810,Ambient Channels: Zanfium Tower - Lounge,"In Zanfium Tower - Lounge, you'll find a comfortable modern environment with a kitchen and lounge with the normal Ambient Channels modes, plus additional media abilities, such as watching videos on one of the TVs and multiplayer w/voice chat. You can play Tower Lounge for free in Ambient Channels",₹ 125,"13 Aug, 2021",Simulated Entertainment,Simulated Entertainment,"Casual, Simulation"
1527820,My Wet Leto Comic-A Day of Green,"An anecdote adventure game for the MWLC.Play as the heroine, Green, and have fun experiencing that day when you were a student while constantly making all sorts of trouble (?).",N/A,"31 Oct, 2024",Fusen Studio,Fusen Studio,"Adventure, Indie, RPG"
1527830,Gate to Site 8,An emotional walking simulator / find it game that reveals a dark story following the strained relationship of two brothers.,₹ 165,"9 Sep, 2021",Derek Golliher,Derek Golliher,Indie
1527860,X-Plane 11 - Add-on: Skyline Simulations - LGSM - Samos Airport,Samos International Airport (LGSM) known as Aristarchos is an airport on Samos Island Greece Aristarchos was an ancient mathematician and astronomer and lies 5 km from the Pythagorio town near the airport.,₹ 880,"20 Jan, 2021",Skyline Simulations,Skyline Simulations,Simulation
1527880,Darkness Under My Bed,"Wander through intricate maze under the bed, and discover the secrets hidden in the long, dark tunnels. Document the existence of monsters. Retrieve the stolen treasures and memories.",₹ 75,"19 Feb, 2021",Desert Fox,Desert Fox,"Adventure, Indie"
1527890,Dysterra,"On a future post-apocalyptic Earth, build, craft, and loot other players’ bases to survive long enough to board the rocket and escape the dangerous robots and mercenaries that inhabit Ararat Island. Manipulate the weather and use earthquakes to change when the server wipe occurs in DYSTERRA!",₹ 880,"23 Nov, 2022",Reality MagiQ,Kakao Games,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Early Access"
1527910,Gladio and Glory,"Goofy Ragdolls and Physics Simulated duels that will challenge your tactics. Customise &amp; Upgrade your Gladiator, dismember opponents in the arena and climb the Leaderboard. All for free!",N/A,"16 Mar, 2021",Adi Zhavo,Adi Zhavo,"Action, Free To Play, Indie, Simulation, Strategy, Early Access"
1527920,Biotech Samurai,"You lost everything in your life - your body, your skin and even your voice! Welcome to Biotech Samurai - a third person swordplay game in cyberpunk style. You need to find who did that to you and come with full vendetta!",₹ 155,"5 Feb, 2021",BioSamurai,BioSamurai,"Action, Indie"
1527930,RHEM III SE,"In this third installment of the popular RHEM series of intricate pure-puzzle first-person adventure games, the adventures of brothers Kales and Zetais continue in the mysterious land of RHEM.",₹ 349,"25 Mar, 2021",Knut Müller,Runesoft GmbH,Adventure
1527960,The Help Desk,Do you think you can go all the way?,₹ 155,"17 Mar, 2021",Leonardo Batista,Leonardo Batista,"Action, Indie"
1527980,Woman's Prison,One day you were dispatched to a women's prison to take charge of the lives of the female prisoners and explore the inner secrets of those girls. There are six girls to be explored.,₹ 259,"13 Oct, 2021",Secret Garden,Playmeow,"Casual, RPG, Simulation"
1528000,Natsuki's Life In Prison,"The poor woman who lives with her little brother. She is imprisoned and forced into prostitution for her brother’s medications, she keeps struggling to free herself from the prostitution and prosecute those bad guys with justice.",₹ 419,"19 Nov, 2021",Kanoe,Playmeow,"Casual, RPG, Simulation"
1528010,Faylinn's Quest,"Develop relationships, customize characters, and live Faylinn's adventure the way you want in this ambitious Adult RPG!",₹ 399,"19 May, 2022",DDreams Games,DDreams Games,"Adventure, Indie, RPG, Simulation"
1528020,Afterlife VR,"Afterlife VR is a deeply immersive horror game. As Adam Bernhard, a young rookie police officer on a night patrol, you receive a call that will change your life forever. Uncover secrets hidden deep within the Black Rose mental hospital walls, where most of the patients pose a great danger.",₹ 459,"15 Sep, 2022",Split Light Studio,Split Light Studio,"Action, Adventure"
1528030,Imagined Leviathans,"A scavenger tale set in Britain's arctic future. Explore the English tundra as you gather survivors frozen by fear, evade the mysterious leviathans stalking them, and thaw out the truth.",N/A,Coming soon,Chard,Far Few Giants,"Adventure, Indie"
1528050,Underland,"Use the elements at your disposal, such as excavators, pumps, plumbing, among others, to drill the soil to the indicated location. The dynamic scenario, fluid mechanics and the laws of physics must be manipulated correctly to achieve the goal. Find the city of Underland!",₹ 52,"5 Feb, 2021",Minicactus Games,Minicactus Games,"Indie, Simulation, Strategy"
1528060,DREAMERS,"DREAMERS will lead you on an emotional journey in a story about friendship, exploration, and personal growth. Join the three characters in their adventure through a 3D world with secondary storylines and mini-games, vehicles to upgrade, puzzles to solve, and collaborative split-screen experiences.",N/A,Coming soon,PlaySys,PlaySys,"Adventure, Indie"
1528070,Worms Rumble - Bank Heist Double Pack,"Tool up with the Bank Heist Double Pack! Equipping you with outfits, emotes, banners and weapon skins to pull the ultimate bank job.",₹ 39,"3 Mar, 2021",Team17,,"Action, Indie"
1528080,Gas Station Simulator: Prologue - Early Days,"The &quot;Early Days&quot; prologue to Gas Station Simulator where you buy an abandoned gas station in the middle of nowhere, fix it up and start running it.",N/A,"28 Apr, 2021",DRAGO entertainment,Movie Games S.A.,"Casual, Simulation"
1528090,Hyper Catch,Hyper Catch is a fast paced multiplayer catch game. You only win when you touch your opponent. You will receive weapons and other tools to improve your chances to win. This is not a typical shooter game! The worlds are completely destructible and the players are regenerated by nano-bots.,N/A,Coming soon,Christian Kahler,Christian Kahler,"Action, Adventure, Casual, Indie, Racing, Sports, Strategy"
1528100,Star Dust - A Journey Through Space,"Go on an exciting journey through space in this lovingly designed indie rogue-lite space shooter. Gather ressources, craft new equipment and level up your pilot to set against the hordes of alien enemies. Party up with companions that will make your journey less lonely and help you on your path.",N/A,To be announced,Ogamo Entertainment,Ogamo Entertainment,"Action, Indie, RPG"
1528110,"Athena, the rabbit - Jigsaw Puzzle",A fun puzzle about a home rabbit's life. Find what Athena is doing today playing this jigsaw puzzle with 6 real pictures and 3 difficulty levels!,₹ 52,"4 Feb, 2021",ShortStackStudio,ShortStackStudio,Casual
1528120,ComPressure,"Design increasingly complex computation units powered by high pressure steam. From switches to steam based computers, all in a world of analogue pressure devices. Use previous designs to solve further challenges, unravel the mystery of the missing steam and discover a new field of science.",₹ 199,"3 May, 2021",Charlie Brej,Charlie Brej,"Casual, Simulation, Strategy"
1528130,Suicide Countdown: 7 Days,"Only 7 days remain until death embraces you -- the everyday life of a young boy begins to distort little by little, unfolding into a bizarre and ghastly series of events... When fate comes knocking, will you have the courage to make a choice?",₹ 105,"12 Feb, 2021",致意,致意,"Adventure, Indie, RPG"
1528200,Endurance Labyrinth,"The classic maze game, with a little tweak. Enemies will try to stop you, Power Ups will help you advance and the layout of the maze changes itself, making the simple task of finding a way out much more challenging. Can you endure this journey to the very end?",₹ 52,"23 Mar, 2021",Ma Ma Software,Ma Ma Software,"Casual, Indie, Strategy"
1528220,Gordian Rooms 2: A curious island,Your adventure continues in Gordian Rooms 2... The escape island game where you venture further into the mysteries of the Gordian Society! Challenge your wits and conquer every puzzle on the Isle of Lye!,₹ 825,"19 Jan, 2024",Crimsonite Games,Crimsonite Games,"Adventure, Indie"
1528230,Tabbris Yor,"Tabbris Yor is a sci-fi TPS shooter (with switchable camera to FPS). Serving as a private security agent of a human colony on Ganymeade, the largest moon of Jupiter's largest moon, your mission is to find each of the aliens and eliminate them - before they eliminate you!",₹ 349,"11 Mar, 2021",Rafiki Games,Rafiki Games,"RPG, Early Access"
1528240,Super Dirt Racers,Drive through water and over bumps and dips. Pick up nitro boosts along the way but use them carefully to beat your rivals.,N/A,"8 Feb, 2021",Haphazard Studios,Haphazard Studios,"Action, Casual, Indie, Racing, Simulation, Sports, Free To Play, Early Access"
1528260,Advent NEON®,"Hyperactive 2D action platformer with wicked fast attacks, omnidirectional dashing, and time-freezing! Play well enough to transform and unleash 100% power!",N/A,Coming soon,CryoGX,CryoGX,"Action, Adventure, Indie"
1528280,THE HIGHLANDS,A top down-multiplayer-arena-brawler where you collect resources and craft your weapons of choice all while trying to stay alive and become the ultimate brawler in this fast paced game.,N/A,To be announced,Footstomp Studios,Footstomp Studios,"Action, Adventure, Casual, Indie, Early Access"
1528300,Mythic Zombies,"Take on Zombies solo or with 7 friends. We're rebuilding from the ground up and updating for free this year 2024. Get ready for intense, endless action against waves of zombies",₹ 250,"13 Feb, 2021",Mythic Gaming,Mythic Gaming,"Action, Adventure, Casual, Indie, Early Access"
1528330,Mages Defense,"In a fantastic and unique land, dark creatures seek to destroy the peace of the world and rule the earth. Help the Mages to defend the world against them building traps in their path and using magic in a colorful and happy environment",₹ 399,"9 Sep, 2022",Creative Felix,Creative Felix,"Action, Adventure, Indie, Strategy"
1528370,CHACAL,"Run, hit, and dodge bullets with CHACAL! From the southern reaches to the capital of Argentina, achieve the best Score, and defeat the evil President Francisco to free the nation from his subjugation!",₹ 155,"19 Feb, 2021",Pernich Media,Pernich Media,"Action, Adventure, Casual, Indie"
1528380,Infinite Dungeon Crawler - Purchase Base Game,"This DLC unlocks the base game, which allows you to progress your characters beyond level 4, plus the ability to purchase expansion packs.",₹ 155,"11 Jun, 2021",DD-Consulting,DD-Consulting,"Adventure, RPG"
1528381,Infinite Dungeon Crawler - The Frozen Expanse,"DLC adds an additional world to travel to when you go through the Gate. Explore this frozen, inhospitable world, filled with creatures toughened by the harsh environment. NOTE: You must unlock the base game to load this expansion pack.",₹ 155,"11 Jun, 2021",DD-Consulting,DD-Consulting,"Adventure, RPG"
1528382,Infinite Dungeon Crawler - The Infernal Dungeons,"DLC opens up another world that you can travel to when you go through the Gate. Fight ghastly creatures like gnolls, gargoyles, and the lich in a truly &quot;dungeon&quot; type of world. NOTE: You must unlock the base game to load this expansion pack.",₹ 155,"11 Jun, 2021",DD-Consulting,DD-Consulting,"Adventure, RPG"
1528430,Rolf,Rolf is an indie game that has fun cuphead/Mario vibes. It is full of fun fast paced levels that are challenging to beat. If you enjoy playing cuphead or enjoy other 2d or 3d platformers this is the game for you.,₹ 125,"20 Feb, 2021",Gautham Ramachandran,Gautham Ramachandran,"Action, Adventure, Casual, Indie"
